time,keyword,message,asin,brand,title,position,locale
"2018-05-03 02:45:26",uhr,"Ein erster Blick auf Fitbit Versa",,Fitbit,,1,DE
"2018-05-03 02:45:29",uhr,,B0732PNCJ7,Eventronic,,2,DE
"2018-05-03 02:45:29",uhr,,B07B63N9DQ,MEGALITH,,3,DE
"2018-05-03 02:45:29",uhr,,B002I5YMMW,Technoline,,4,DE
"2018-05-03 02:45:29",uhr,,B00B541PQ8,PEARL,,5,DE
"2018-05-03 02:45:29",uhr,,B01N6PTQDO,U-needQ,,6,DE
"2018-05-03 02:45:29",uhr,,B075HBS5GF,Lige,,7,DE
"2018-05-03 02:45:26",fossil uhr,"Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-03 02:45:29",fossil uhr,,B0792ZNMPG,Fossil,,2,DE
"2018-05-03 02:45:29",fossil uhr,,B00FWX7DQO,Fossil,,3,DE
"2018-05-03 02:45:33",fossil uhr,,B0748H1LN9,Chaps,,4,DE
"2018-05-03 02:45:33",fossil uhr,,B0759RSZDX,"Kim Johanson",,5,DE
"2018-05-03 02:45:33",fossil uhr,,B0776ZXMGL,Chaps,,6,DE
"2018-05-03 02:45:33",fossil uhr,,B01N47KXCU,MAMONA,,7,DE
"2018-05-03 02:45:30",Herrenuhr,,,,,1,DE
"2018-05-03 02:45:33",Herrenuhr,,B0798N5X1W,"New Find",,2,DE
"2018-05-03 02:45:33",Herrenuhr,,B07BBFT2L7,Bossy,,3,DE
"2018-05-03 02:45:33",Herrenuhr,,B00RGW4YHA,Alienwork,,4,DE
"2018-05-03 02:45:30",Damenuhr,,,,,1,DE
"2018-05-03 02:45:33",Damenuhr,,B01FR4008U,ZARTHOLZ,,2,DE
"2018-05-03 02:45:37",Damenuhr,,B077G3WL9C,"MAM Originals",,3,DE
"2018-05-03 02:45:37",Damenuhr,,B0755DYTQR,Zeitholz,,4,DE
"2018-05-03 02:45:35",Armbanduhr,,,,,1,DE
"2018-05-03 02:45:35","daniel wellington","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-03 02:45:37","daniel wellington",,B012POYL08,"Daniel Wellington",,2,DE
"2018-05-03 02:45:37","daniel wellington",,B01FWDB300,"Daniel Wellington",,3,DE
"2018-05-03 02:45:37","daniel wellington",,B01GYKEYJC,Gemony,,4,DE
"2018-05-03 02:45:37","daniel wellington",,B074J7NY13,Alienwork,,5,DE
"2018-05-03 02:45:37","daniel wellington",,B01GYO2X5U,Gemony,,6,DE
"2018-05-03 02:45:37","daniel wellington",,B01HMV9Z1E,Alienwork,,7,DE
"2018-05-03 02:45:33","daniel wellington",,B01N47KXCU,MAMONA,,8,DE
"2018-05-03 02:45:41","daniel wellington",,B01GYI2AQ8,Gemony,,9,DE
"2018-05-03 02:45:41","daniel wellington",,B01D8KBMUU,Alienwork,,10,DE
"2018-05-03 02:45:39","casio uhr","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-03 02:45:41","casio uhr",,B00YC55SGU,Casio,,2,DE
"2018-05-03 02:45:41","casio uhr",,B001ES9KRQ,Casio,,3,DE
"2018-05-03 02:45:41","casio uhr",,B00KPV0M7A,Casio,,4,DE
"2018-05-03 02:45:41","casio uhr",,B0772TGZD6,CIVO,,5,DE
"2018-05-03 02:45:41","casio uhr",,B01MG490WO,Sopoby,,6,DE
"2018-05-03 02:45:41","casio uhr",,B00VA0CEFS,Infantry,,7,DE
"2018-05-03 02:45:41","casio uhr",,B075SB1S9J,MEGALITH,,8,DE
"2018-05-03 02:45:45","casio uhr",,B00AZJX198,RE:CRON,,9,DE
"2018-05-03 02:45:45","casio uhr",,B073TVM7W2,Fullmosa,,10,DE
"2018-05-03 02:45:43",citizen,"Die schönsten Chronographen und Uhren für Herren.",,FIREFOX,,1,DE
"2018-05-03 02:45:45",citizen,,B00R7PSPHG,Citizen,,2,DE
"2018-05-03 02:45:45",citizen,,B013QFFRTY,Citizen,,3,DE
"2018-05-03 02:45:45",citizen,,B004U208K6,Citizen,,4,DE
"2018-05-03 02:45:45",citizen,,B0049299WK,FIREFOX,,5,DE
"2018-05-03 02:45:45",citizen,,B0051OAB4A,FIREFOX,,6,DE
"2018-05-03 02:45:45",citizen,,B00492D2MI,FIREFOX,,7,DE
"2018-05-03 02:45:45",citizen,,B00DHFW01W,FIREFOX,,8,DE
"2018-05-03 02:45:49",citizen,,B01NCF1RON,"LAD WEATHER",,9,DE
"2018-05-03 02:45:49",citizen,,B06XDH2MVN,"LAD WEATHER",,10,DE
"2018-05-03 02:45:47",swatch,,,,,1,DE
"2018-05-03 02:45:49",swatch,,B01BYLZXUU,Swatch,,2,DE
"2018-05-03 02:45:49",swatch,,B06ZZFT21S,Swatch,,3,DE
"2018-05-03 02:45:49",swatch,,B073ZCRMV8,Swatch,,4,DE
"2018-05-03 02:45:49",swatch,,B006R40QTI,Swatch,,5,DE
"2018-05-03 02:45:49",swatch,,B006R40PBM,Swatch,,6,DE
"2018-05-03 02:45:49",swatch,,B002DUCM0G,Swatch,,7,DE
"2018-05-03 02:45:49",swatch,,B01IAAXLQ6,Swatch,,8,DE
"2018-05-03 02:45:53",swatch,,B01HU0ZYQ2,Swatch,,9,DE
"2018-05-03 02:45:53",swatch,,B01MY795WV,Swatch,,10,DE
"2018-05-03 02:45:50","ice watch",,,,,1,DE
"2018-05-03 02:45:53","ice watch",,B0722DJSZ2,Ice-Watch,,2,DE
"2018-05-03 02:45:53","ice watch",,B07838S1GD,Ice-Watch,,3,DE
"2018-05-03 02:45:53","ice watch",,B008GSB7F0,Ice-Watch,,4,DE
"2018-05-03 02:45:53","ice watch",,B01MS4D8RA,"Archer Watch Straps",,5,DE
"2018-05-03 02:45:41","ice watch",,B01MG490WO,Sopoby,,6,DE
"2018-05-03 02:45:53","ice watch",,B0759Q9Q9M,"Kim Johanson",,7,DE
"2018-05-03 02:45:53","ice watch",,B071JBHSS7,MAMONA,,8,DE
"2018-05-03 02:45:53","ice watch",,B06Y2Q3BQ7,"Archer Watch Straps",,9,DE
"2018-05-03 02:45:57","ice watch",,B075SBV713,ApolloStar,,10,DE
"2018-05-03 02:45:55",tissot,,,,,1,DE
"2018-05-03 02:45:57",tissot,,B01IRYCYS6,Tissot,,2,DE
"2018-05-03 02:45:57",tissot,,B0029MXKNG,Tissot,,3,DE
"2018-05-03 02:45:57",tissot,,B004EI267Y,Tissot,,4,DE
"2018-05-03 02:45:57",tissot,,B002OEJ5TW,Tissot,,5,DE
"2018-05-03 02:45:57",tissot,,B0797ZR1RP,Tissot,,6,DE
"2018-05-03 02:45:57",tissot,,B00YES5FPY,Tissot,,7,DE
"2018-05-03 02:45:57",tissot,,B00XR5WSQO,Tissot,,8,DE
"2018-05-03 02:45:57",tissot,,B012E3XIA4,Tissot,,9,DE
"2018-05-03 02:46:00",tissot,,B004R1R1XC,Tissot,,10,DE
"2018-05-03 02:45:59",automatikuhr,"Automatische Luxusarmbanduhr",,"Stuhrling Original",,1,DE
"2018-05-03 02:46:00",automatikuhr,,B01HBPWXE2,BUREI,,2,DE
"2018-05-03 02:46:00",automatikuhr,,B01MT9UC7Z,"Chrono Universel",,3,DE
"2018-05-03 02:46:00",automatikuhr,,B071DP2H1Z,"TRIPLE TREE",,4,DE
"2018-05-03 02:46:00",automatikuhr,,B01KLS9UCY,BearMoo,,5,DE
"2018-05-03 02:46:00",automatikuhr,,B076JDLV4L,Kronsegler,,6,DE
"2018-05-03 02:46:00",automatikuhr,,B01HDKTBNQ,BUREI,,7,DE
"2018-05-03 02:45:59",armbanduhr herren,"Schauen Sie sich die Invicta Kollektion an",,Invicta,,1,DE
"2018-05-03 02:45:59",armbanduhr damen,"BUREI Armbanduhren für Damen",,BUREI,,1,DE
"2018-05-03 02:46:03",damenuhr rosegold,"Roségold Uhr von classygood.",,classygood.,,1,DE
"2018-05-03 02:46:04",damenuhr rosegold,,B077D7YXRV,VOGUELADY,,2,DE
"2018-05-03 02:46:04",damenuhr rosegold,,B01M3REO4R,EASTPOLE,,3,DE
"2018-05-03 02:46:04",damenuhr rosegold,,B076SC2Q3Z,Alienwork,,4,DE
"2018-05-03 02:46:05",damenuhr rosegold,,B079C1LKNL,classygood.,,5,DE
"2018-05-03 02:45:53",damenuhr rosegold,,B071JBHSS7,MAMONA,,6,DE
"2018-05-03 02:46:05",damenuhr rosegold,,B071LLWRD1,"VICTORIA HYDE",,7,DE
"2018-05-03 02:46:03",breil,,,,,1,DE
"2018-05-03 02:46:03","superdry uhr","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-03 02:46:05","superdry uhr",,B074C2XBFM,Alienwork,,2,DE
"2018-05-03 02:45:33","superdry uhr",,B00RGW4YHA,Alienwork,,3,DE
"2018-05-03 02:46:05","superdry uhr",,B01N1TC48X,SONGDU,,4,DE
"2018-05-03 02:45:37","superdry uhr",,B01HMV9Z1E,Alienwork,,5,DE
"2018-05-03 02:46:08","superdry uhr",,B01HMVA644,Alienwork,,6,DE
"2018-05-03 02:45:37","superdry uhr",,B074J7NY13,Alienwork,,7,DE
"2018-05-03 02:46:06",breil uhr,"Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-03 02:46:08",breil uhr,,B071KMT79J,Breil,,2,DE
"2018-05-03 02:46:08",breil uhr,,B01EX75Z7S,Breil,,3,DE
"2018-05-03 02:46:08",breil uhr,,B018MLG9MQ,"Moog Paris",,4,DE
"2018-05-03 02:46:08",breil uhr,,B075NVBW5X,Breil,,5,DE
"2018-05-03 02:46:08",breil uhr,,B01BHH7FWU,Breil,,6,DE
"2018-05-03 02:46:08",breil uhr,,B00OSJN8N0,Breil,,7,DE
"2018-05-03 02:46:06",breil herrenuhren,"BUREI Herrenuhr Kollektion",,BUREI,,1,DE
"2018-05-03 02:45:33",breil herrenuhren,,B00RGW4YHA,Alienwork,,2,DE
"2018-05-03 02:46:08",breil herrenuhren,,B01L06M0HI,Breil,,3,DE
"2018-05-03 02:46:12",breil herrenuhren,,B00N8SPGPK,Breil,,4,DE
"2018-05-03 02:46:12",breil herrenuhren,,B00JPM26U6,Breil,,5,DE
"2018-05-03 02:46:12",breil herrenuhren,,B074CGJ4VW,ROSHT,,6,DE
"2018-05-03 02:46:12",breil herrenuhren,,B01EPDL48E,Breil,,7,DE
"2018-05-03 02:46:10",breil damenuhr,"BUREI Armbanduhren für Damen",,BUREI,,1,DE
"2018-05-03 02:46:12",breil damenuhr,,B01EX77I6O,Breil,,2,DE
"2018-05-03 02:46:12",breil damenuhr,,B00JSM7JKK,,,3,DE
"2018-05-03 02:46:12",breil damenuhr,,B01L06MDXO,Breil,,4,DE
"2018-05-03 02:46:12",breil damenuhr,,B01M0UNW6G,Breil,,5,DE
"2018-05-03 02:46:12",breil damenuhr,,B00BEY1YY2,Breil,,6,DE
"2018-05-03 02:46:16",breil damenuhr,,B01M9D3B6Y,Breil,,7,DE
"2018-05-03 02:46:15","hip hop uhr","Hip Hop Pullover für Herren",,semen,,1,DE
"2018-05-03 02:46:16","hip hop uhr",,B007XZJTSY,Breil,,2,DE
"2018-05-03 02:46:16","hip hop uhr",,B0186ENOQ8,"Hip Hop",,3,DE
"2018-05-03 02:46:16","hip hop uhr",,B00SJ1C0ZU,"Hip Hop",,4,DE
"2018-05-03 02:46:16","hip hop uhr",,B00FPGTK8M,"Hip Hop",,5,DE
"2018-05-03 02:46:16","hip hop uhr",,B077FYM95L,"Breil HIP HOP",,6,DE
"2018-05-03 02:46:16","hip hop uhr",,B011JTBA8G,"Hip Hop",,7,DE
"2018-05-03 18:48:06",uhr,,,,,1,DE
"2018-05-03 18:48:09",uhr,,B0732PNCJ7,Eventronic,,2,DE
"2018-05-03 18:48:09",uhr,,B07B63N9DQ,MEGALITH,,3,DE
"2018-05-03 18:48:09",uhr,,B002I5YMMW,Technoline,,4,DE
"2018-05-03 18:48:09",uhr,,B00B541PQ8,PEARL,,5,DE
"2018-05-03 18:48:09",uhr,,B01N6PTQDO,U-needQ,,6,DE
"2018-05-03 18:48:09",uhr,,B075HBS5GF,Lige,,7,DE
"2018-05-03 18:48:06",fossil uhr,"Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-03 18:48:09",fossil uhr,,B0792ZNMPG,Fossil,,2,DE
"2018-05-03 18:48:09",fossil uhr,,B00FWX7DQO,Fossil,,3,DE
"2018-05-03 18:48:13",fossil uhr,,B0748H1LN9,Chaps,,4,DE
"2018-05-03 18:48:13",fossil uhr,,B0759RSZDX,"Kim Johanson",,5,DE
"2018-05-03 18:48:13",fossil uhr,,B0776ZXMGL,Chaps,,6,DE
"2018-05-03 18:48:13",fossil uhr,,B01N47KXCU,MAMONA,,7,DE
"2018-05-03 18:48:10",Herrenuhr,,,,,1,DE
"2018-05-03 18:48:10",Damenuhr,,,,,1,DE
"2018-05-03 18:48:13",Damenuhr,,B077G3WL9C,"MAM Originals",,2,DE
"2018-05-03 18:48:13",Damenuhr,,B0755DYTQR,Zeitholz,,3,DE
"2018-05-03 18:48:13",Damenuhr,,B01M5I0BHU,ZARTHOLZ,,4,DE
"2018-05-03 18:48:10",Armbanduhr,,,,,1,DE
"2018-05-03 18:48:15","daniel wellington","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-03 18:48:18","daniel wellington",,B012POYL08,"Daniel Wellington",,2,DE
"2018-05-03 18:48:18","daniel wellington",,B01FWDB300,"Daniel Wellington",,3,DE
"2018-05-03 18:48:18","daniel wellington",,B01GYKEYJC,Gemony,,4,DE
"2018-05-03 18:48:18","daniel wellington",,B074J7NY13,Alienwork,,5,DE
"2018-05-03 18:48:18","daniel wellington",,B01GYO2X5U,Gemony,,6,DE
"2018-05-03 18:48:18","daniel wellington",,B01HMV9Z1E,Alienwork,,7,DE
"2018-05-03 18:48:13","daniel wellington",,B01N47KXCU,MAMONA,,8,DE
"2018-05-03 18:48:18","daniel wellington",,B01GYI2AQ8,Gemony,,9,DE
"2018-05-03 18:48:18","daniel wellington",,B01D8KBMUU,Alienwork,,10,DE
"2018-05-03 18:48:15","casio uhr","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-03 18:48:21","casio uhr",,B00YC55SGU,Casio,,2,DE
"2018-05-03 18:48:21","casio uhr",,B001ES9KRQ,Casio,,3,DE
"2018-05-03 18:48:21","casio uhr",,B00KPV0M7A,Casio,,4,DE
"2018-05-03 18:48:21","casio uhr",,B0772TGZD6,CIVO,,5,DE
"2018-05-03 18:48:21","casio uhr",,B01MG490WO,Sopoby,,6,DE
"2018-05-03 18:48:21","casio uhr",,B00VA0CEFS,Infantry,,7,DE
"2018-05-03 18:48:21","casio uhr",,B075SB1S9J,MEGALITH,,8,DE
"2018-05-03 18:48:21","casio uhr",,B00AZJX198,RE:CRON,,9,DE
"2018-05-03 18:48:21","casio uhr",,B073TVM7W2,Fullmosa,,10,DE
"2018-05-03 18:48:19",citizen,"Die schönsten Chronographen und Uhren für Herren.",,FIREFOX,,1,DE
"2018-05-03 18:48:25",citizen,,B00R7PSPHG,Citizen,,2,DE
"2018-05-03 18:48:25",citizen,,B013QFFRTY,Citizen,,3,DE
"2018-05-03 18:48:25",citizen,,B004U208K6,Citizen,,4,DE
"2018-05-03 18:48:25",citizen,,B0049299WK,FIREFOX,,5,DE
"2018-05-03 18:48:25",citizen,,B0051OAB4A,FIREFOX,,6,DE
"2018-05-03 18:48:25",citizen,,B00492D2MI,FIREFOX,,7,DE
"2018-05-03 18:48:25",citizen,,B00DHFW01W,FIREFOX,,8,DE
"2018-05-03 18:48:25",citizen,,B01NCF1RON,"LAD WEATHER",,9,DE
"2018-05-03 18:48:25",citizen,,B06XDH2MVN,"LAD WEATHER",,10,DE
"2018-05-03 18:48:23",swatch,,,,,1,DE
"2018-05-03 18:48:29",swatch,,B01BYLZXUU,Swatch,,2,DE
"2018-05-03 18:48:29",swatch,,B06ZZFT21S,Swatch,,3,DE
"2018-05-03 18:48:29",swatch,,B073ZCRMV8,Swatch,,4,DE
"2018-05-03 18:48:29",swatch,,B006R40QTI,Swatch,,5,DE
"2018-05-03 18:48:29",swatch,,B006R40PBM,Swatch,,6,DE
"2018-05-03 18:48:29",swatch,,B002DUCM0G,Swatch,,7,DE
"2018-05-03 18:48:29",swatch,,B01IAAXLQ6,Swatch,,8,DE
"2018-05-03 18:48:29",swatch,,B01HU0ZYQ2,Swatch,,9,DE
"2018-05-03 18:48:29",swatch,,B01MY795WV,Swatch,,10,DE
"2018-05-03 18:48:27","ice watch",,,,,1,DE
"2018-05-03 18:48:33","ice watch",,B008GSB7F0,Ice-Watch,,2,DE
"2018-05-03 18:48:33","ice watch",,B00VMB739W,Ice-Watch,,3,DE
"2018-05-03 18:48:13","ice watch",,B0759RSZDX,"Kim Johanson",,4,DE
"2018-05-03 18:48:33","ice watch",,B071JBHSS7,MAMONA,,5,DE
"2018-05-03 18:48:33","ice watch",,B075WXDMR2,R.Joker.B,,6,DE
"2018-05-03 18:48:33","ice watch",,B01BFW4PV6,"Timothy Stone",,7,DE
"2018-05-03 18:48:31",tissot,,,,,1,DE
"2018-05-03 18:48:33",tissot,,B01IRYCYS6,Tissot,,2,DE
"2018-05-03 18:48:33",tissot,,B0029MXKNG,Tissot,,3,DE
"2018-05-03 18:48:33",tissot,,B004EI267Y,Tissot,,4,DE
"2018-05-03 18:48:33",tissot,,B002OEJ5TW,Tissot,,5,DE
"2018-05-03 18:48:40",tissot,,B0797ZR1RP,Tissot,,6,DE
"2018-05-03 18:48:40",tissot,,B00YES5FPY,Tissot,,7,DE
"2018-05-03 18:48:40",tissot,,B00XR5WSQO,Tissot,,8,DE
"2018-05-03 18:48:40",tissot,,B012E3XIA4,Tissot,,9,DE
"2018-05-03 18:48:40",tissot,,B004R1R1XC,Tissot,,10,DE
"2018-05-03 18:48:35",automatikuhr,"Automatische Luxusarmbanduhr",,"Stuhrling Original",,1,DE
"2018-05-03 18:48:40",automatikuhr,,B01HBPWXE2,BUREI,,2,DE
"2018-05-03 18:48:40",automatikuhr,,B076JDLV4L,Kronsegler,,3,DE
"2018-05-03 18:48:40",automatikuhr,,B071DP2H1Z,"TRIPLE TREE",,4,DE
"2018-05-03 18:48:40",automatikuhr,,B01KLS9UCY,BearMoo,,5,DE
"2018-05-03 18:48:40",automatikuhr,,B01HDKTBNQ,BUREI,,6,DE
"2018-05-03 18:48:44",automatikuhr,,B01HDM9QA2,BUREI,,7,DE
"2018-05-03 18:48:42",armbanduhr herren,"Schauen Sie sich die Invicta Kollektion an",,Invicta,,1,DE
"2018-05-03 18:48:42",armbanduhr damen,"BUREI Armbanduhren für Damen",,BUREI,,1,DE
"2018-05-03 18:48:42",damenuhr rosegold,"Roségold Uhr von classygood.",,classygood.,,1,DE
"2018-05-03 18:48:44",damenuhr rosegold,,B077D7YXRV,VOGUELADY,,2,DE
"2018-05-03 18:48:44",damenuhr rosegold,,B01M3REO4R,EASTPOLE,,3,DE
"2018-05-03 18:48:44",damenuhr rosegold,,B076SC2Q3Z,Alienwork,,4,DE
"2018-05-03 18:48:44",damenuhr rosegold,,B079C1LKNL,classygood.,,5,DE
"2018-05-03 18:48:33",damenuhr rosegold,,B071JBHSS7,MAMONA,,6,DE
"2018-05-03 18:48:44",damenuhr rosegold,,B071LLWRD1,"VICTORIA HYDE",,7,DE
"2018-05-03 18:48:42",breil,,,,,1,DE
"2018-05-03 18:48:47","superdry uhr","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-03 18:48:48","superdry uhr",,B074C2XBFM,Alienwork,,2,DE
"2018-05-03 18:48:48","superdry uhr",,B00RGW4YHA,Alienwork,,3,DE
"2018-05-03 18:48:48","superdry uhr",,B01N1TC48X,SONGDU,,4,DE
"2018-05-03 18:48:18","superdry uhr",,B01HMV9Z1E,Alienwork,,5,DE
"2018-05-03 18:48:48","superdry uhr",,B01HMVA644,Alienwork,,6,DE
"2018-05-03 18:48:18","superdry uhr",,B074J7NY13,Alienwork,,7,DE
"2018-05-03 18:48:47",breil uhr,"Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-03 18:48:48",breil uhr,,B071KMT79J,Breil,,2,DE
"2018-05-03 18:48:48",breil uhr,,B01EX75Z7S,Breil,,3,DE
"2018-05-03 18:48:48",breil uhr,,B075NVBW5X,Breil,,4,DE
"2018-05-03 18:48:48",breil uhr,,B00IFE79CU,"BREIL TRIBE WATCHES",,5,DE
"2018-05-03 18:48:52",breil uhr,,B01BHH7FWU,Breil,,6,DE
"2018-05-03 18:48:52",breil uhr,,B00OSJN8N0,Breil,,7,DE
"2018-05-03 18:48:50",breil herrenuhren,"BUREI Herrenuhr Kollektion",,BUREI,,1,DE
"2018-05-03 18:48:48",breil herrenuhren,,B00RGW4YHA,Alienwork,,2,DE
"2018-05-03 18:48:52",breil herrenuhren,,B01L06M0HI,Breil,,3,DE
"2018-05-03 18:48:52",breil herrenuhren,,B00N8SPGPK,Breil,,4,DE
"2018-05-03 18:48:52",breil herrenuhren,,B00JPM26U6,Breil,,5,DE
"2018-05-03 18:48:52",breil herrenuhren,,B074CGJ4VW,ROSHT,,6,DE
"2018-05-03 18:48:52",breil herrenuhren,,B01EPDL48E,Breil,,7,DE
"2018-05-03 18:48:50",breil damenuhr,"BUREI Armbanduhren für Damen",,BUREI,,1,DE
"2018-05-03 18:48:52",breil damenuhr,,B01EX77I6O,Breil,,2,DE
"2018-05-03 18:48:56",breil damenuhr,,B00JSM7JKK,,,3,DE
"2018-05-03 18:48:56",breil damenuhr,,B01L06MDXO,Breil,,4,DE
"2018-05-03 18:48:56",breil damenuhr,,B01M0UNW6G,Breil,,5,DE
"2018-05-03 18:48:56",breil damenuhr,,B00BEY1YY2,Breil,,6,DE
"2018-05-03 18:48:56",breil damenuhr,,B01M9D3B6Y,Breil,,7,DE
"2018-05-03 18:48:54","hip hop uhr","Hip Hop Pullover für Herren",,semen,,1,DE
"2018-05-03 18:48:56","hip hop uhr",,B007XZJTSY,Breil,,2,DE
"2018-05-03 18:48:56","hip hop uhr",,B0186ENOQ8,"Hip Hop",,3,DE
"2018-05-03 18:48:56","hip hop uhr",,B00SJ1C0ZU,"Hip Hop",,4,DE
"2018-05-03 18:48:56","hip hop uhr",,B00FPGTK8M,"Hip Hop",,5,DE
"2018-05-03 18:48:59","hip hop uhr",,B077FYM95L,"Breil HIP HOP",,6,DE
"2018-05-03 18:48:59","hip hop uhr",,B00HFGBAGK,"Hip Hop",,7,DE
"2018-05-04 07:54:05",uhr,"Ein erster Blick auf Fitbit Versa",,Fitbit,,1,DE
"2018-05-04 07:54:07",uhr,,B07B2RTHYV,Adhope,,2,DE
"2018-05-04 07:54:07",uhr,,B00NIXVCQC,Trixes,,3,DE
"2018-05-04 07:54:07",uhr,,B002I5YMMW,Technoline,,4,DE
"2018-05-04 07:54:07",uhr,,B001GO8UIS,Technoline,,5,DE
"2018-05-04 07:54:05",fossil uhr,"Zeit für Abenteuer",,"Fossil Europe",,1,DE
"2018-05-04 07:54:07",fossil uhr,,B0792ZNMPG,Fossil,,2,DE
"2018-05-04 07:54:07",fossil uhr,,B00FWX7DQO,Fossil,,3,DE
"2018-05-04 07:54:07",fossil uhr,,B002QXUTG4,"Michael Kors",,4,DE
"2018-05-04 07:54:07",fossil uhr,,B00O1ZA7DK,Skagen,,5,DE
"2018-05-04 07:54:11",fossil uhr,,B075WXPMRF,"Michael Kors",,6,DE
"2018-05-04 07:54:11",fossil uhr,,B00XEJWHNM,"Michael Kors",,7,DE
"2018-05-04 07:54:08",Herrenuhr,,,,,1,DE
"2018-05-04 07:54:11",Herrenuhr,,B01KLT1AHQ,Skagen,,2,DE
"2018-05-04 07:54:11",Herrenuhr,,B074GQMNW4,Fossil,,3,DE
"2018-05-04 07:54:11",Herrenuhr,,B01N3XLYRV,"Michael Kors",,4,DE
"2018-05-04 07:54:08",Damenuhr,,,,,1,DE
"2018-05-04 07:54:11",Damenuhr,,B0101AO9O6,Fossil,,2,DE
"2018-05-04 07:54:11",Damenuhr,,B01D8KBMUU,Alienwork,,3,DE
"2018-05-04 07:54:11",Damenuhr,,B00RK4SE5M,Fossil,,4,DE
"2018-05-04 07:54:12",Armbanduhr,,,,,1,DE
"2018-05-04 07:54:12","daniel wellington","Entdecken Sie die Uhren - Zeitloses Design",,Alienwork,,1,DE
"2018-05-04 07:54:15","daniel wellington",,B012POYL08,"Daniel Wellington",,2,DE
"2018-05-04 07:54:15","daniel wellington",,B010GLAFNY,"Barton Watch Bands",,3,DE
"2018-05-04 07:54:11","daniel wellington",,B0101AO9O6,Fossil,,4,DE
"2018-05-04 07:54:07","daniel wellington",,B00O1ZA7DK,Skagen,,5,DE
"2018-05-04 07:54:15","daniel wellington",,B01GYO2X5U,Gemony,,6,DE
"2018-05-04 07:54:15","daniel wellington",,B01GYKEYJC,Gemony,,7,DE
"2018-05-04 07:54:15","daniel wellington",,B01GYI2AQ8,Gemony,,8,DE
"2018-05-04 07:54:15","daniel wellington",,B01N47KXCU,MAMONA,,9,DE
"2018-05-04 07:54:15","daniel wellington",,B01N0KHXKC,MAMONA,,10,DE
"2018-05-04 07:54:12","casio uhr","Multifunktionale Sportuhr, gutes Preis-Leistungs",,"LAD WEATHER",,1,DE
"2018-05-04 07:54:19","casio uhr",,B001ES9KRQ,Casio,,2,DE
"2018-05-04 07:54:19","casio uhr",,B00KPV0M7A,Casio,,3,DE
"2018-05-04 07:54:19","casio uhr",,B01MR8FB8W,"JOESON LEADERS",,4,DE
"2018-05-04 07:54:11","casio uhr",,B01D8KBMUU,Alienwork,,5,DE
"2018-05-04 07:54:19","casio uhr",,B0055BWXF4,Fossil,,6,DE
"2018-05-04 07:54:19","casio uhr",,B006E4IQ8O,Fossil,,7,DE
"2018-05-04 07:54:19","casio uhr",,B075XKYL1G,"JOESON LEADERS",,8,DE
"2018-05-04 07:54:19","casio uhr",,B075SB1S9J,MEGALITH,,9,DE
"2018-05-04 07:54:19","casio uhr",,B074GLXRMK,Fossil,,10,DE
"2018-05-04 07:54:17",citizen,"Die schönsten Chronographen und Uhren für Herren.",,FIREFOX,,1,DE
"2018-05-04 07:54:19",citizen,,B013QFFRTY,Citizen,,2,DE
"2018-05-04 07:54:23",citizen,,B00R7PSPHG,Citizen,,3,DE
"2018-05-04 07:54:23",citizen,,B004U208K6,Citizen,,4,DE
"2018-05-04 07:54:23",citizen,,B0049299WK,FIREFOX,,5,DE
"2018-05-04 07:54:23",citizen,,B0051OAB4A,FIREFOX,,6,DE
"2018-05-04 07:54:23",citizen,,B00492D2MI,FIREFOX,,7,DE
"2018-05-04 07:54:23",citizen,,B00DHFW01W,FIREFOX,,8,DE
"2018-05-04 07:54:23",citizen,,B01NCF1RON,"LAD WEATHER",,9,DE
"2018-05-04 07:54:23",citizen,,B06XDH2MVN,"LAD WEATHER",,10,DE
"2018-05-04 07:54:21",swatch,,,,,1,DE
"2018-05-04 07:54:23",swatch,,B01BYLZXUU,Swatch,,2,DE
"2018-05-04 07:54:27",swatch,,B06ZZFT21S,Swatch,,3,DE
"2018-05-04 07:54:27",swatch,,B073ZCRMV8,Swatch,,4,DE
"2018-05-04 07:54:27",swatch,,B006R40QTI,Swatch,,5,DE
"2018-05-04 07:54:27",swatch,,B002DUCM0G,Swatch,,6,DE
"2018-05-04 07:54:27",swatch,,B06XGBXT5B,Swatch,,7,DE
"2018-05-04 07:54:27",swatch,,B01MY795WV,Swatch,,8,DE
"2018-05-04 07:54:27",swatch,,B01LM0W8Z6,Swatch,,9,DE
"2018-05-04 07:54:27",swatch,,B01LOGXZ1E,Swatch,,10,DE
